ProteinId	40C_0h_A	40C_0h_B	40C_0h_C	40C_0.5h_A	40C_0.5h_B	40C_0.5h_C	40C_1h_A	40C_1h_B	40C_1h_C	40C_2h_A	40C_2h_B	40C_2h_C	40C_4h_A	40C_4h_B	40C_4h_C	40C_8h_A	40C_8h_B	40C_8h_C	40C_16h_A	40C_16h_B	40C_16h_C	40C_24h_A	40C_24h_B	40C_24h_C	Synonym	MapMan	MapManDescription	GO	GODescription	Localization
Cre12.g508250.t1.1	59839661.05	327415895.6	215692603.3				67363683.44	104752276.1	103075617.9	227514535.7	167050833.4	218602537	77441222.21	72258320.16	46412729.72	78108090.68	62136988.11	67553283.2				41578318.83	56099285.12	71273478.98		GMM:29.5.11	protein.degradation.ubiquitin	GO:0036459;GO:0016579	thiol-dependent ubiquitinyl hydrolase activity;protein deubiquitination	
Cre12.g524300.t1.2	25901857.28	25598845.23	35177607.3	27404714.3	26478593.08	17353577.51	28811654.47	31003802.44	28720101.64	27769022.6	34669423.98	40743866.76				37642044.81	43965824.95	33126310.59				19564176.05	15194853.17	17796968.17	CGL71	GMM:35.1.27	not assigned.no ontology.tetratricopeptide repeat (TPR)			Chloroplast
Cre12.g528950.t1.1	242053152.2	250733832.5	140517582	71414917.45	81438342.33	82940883.28	139121798.7	170394978.9	228808284	58683198.8	114143654	160930819.9	144585631.5	129010060.2	153016291.1				156512840.3	130400597.4	134341467.6				PUF1	GMM:27.4	RNA.RNA binding	GO:0003723	RNA binding	
Cre12.g532100.t1.2	66621187.59	42118087.51	92862360.42	67846911.9	77221602.29	68580325.64	75537764.93	68234188.44	61185219.12	51265402.92	75872882.18	63563361.98	76966603.34	55632868.26	59855949.23	83008830.46	53322295.71	49380240.26												
Cre12.g533050.t1.2	89660275.2	87984815.12	107754194.6	54815155.34	67222571.49	81082645.59	22046653.84	71182241.22	71915994.97	36332016.06	50951230.18	60878447.52	37991721.38	19132521.17	29226789.16	57089297.27	84607427.59	55321710.43								GMM:30.5;GMM:3.5;GMM:29.2.2.1	signalling.G-proteins;minor CHO metabolism.others;protein.synthesis.ribosome biogenesis.export from nucleus	GO:0005525	GTP binding	
Cre12.g540076.t1.1	51706075.88	60194996.24	53320271.42				64145479.97	82856249.48	65432947.79	46253020.84	51640635.45	76092341.94	60063293.16	65828848.45	76088808.3	49339318.5	45206549.16	44636553.43				48675816.05	46231046.39	36539570.98		GMM:27.3.52	RNA.regulation of transcription.global transcription factor group			
Cre12.g541600.t1.2	21846332.31	29696433.67	27204578.8				29815422.42	23877893.13	26662633.45				35633011.1	24156856.56	26629678.56	25118373.48	31506551.52	33530187.26	20279479.35	32860252.45	32827802.24	32655930.14	25144946.32	26886643.28						Chloroplast
Cre12.g549100.t3.1;Cre12.g549100.t2.1;Cre12.g549100.t1.1;Cre12.g549100.t4.1;Cre12.g549100.t5.1	34642182.04	37692394.33	55107386.88	31655096.5	38049123.07	18304436.37				28032094.07	22816389.73	35036691.98	40621314.4	34123964.25	15800811.92	22948761.11	27160522.47	24439815.36				28708232.3	26452004.47	32600209.2	UAF3;UAF3;UAF3;UAF3;UAF3	;;;;	;;;;	;;;;	;;;;	Chloroplast;Chloroplast;Chloroplast;Chloroplast;Chloroplast
Cre12.g553550.t1.2	225157357.1	261619871.8	249027736	145865642.8	156776599.2	238839733.4				164425311.4	193373306.5	202914664.1				250570309.6	219097556	151034960.4	210790979.7	223275706.3	212880824.9	289897314.2	245935402.4	197534461.5						
Cre12.g557250.t2.1;Cre12.g557250.t1.2	41153552.95	25686201.05	30078183.76	23816342.59	21962136.22	35247941.8	21910475.26	12050555.6	11850849.52	33507782.61	43576600.21	30091486.71							55324130.94	37542442.55	31813441.58	24198624.18	36718464.07	39077198.55	;	GMM:26.17;GMM:26.17	misc.dynamin;misc.dynamin	;	;	;
Cre13.g562150.t1.2	248133781.7	219666320.6	227443796	168961568.7	181427153.5	217962199.4	144492067	126377451	131718558.9	99382768.5	156460681.9	144206030.1	156385782.7	164348974.7	145970211.5				102887189.8	142116463.9	153328569.7					GMM:30.5;GMM:3.5	signalling.G-proteins;minor CHO metabolism.others	GO:0005525	GTP binding	Chloroplast
Cre13.g562450.t1.2	28590563.13	33620449.84	16945447.83	35266375.14	30198087.51	34691400.12	39607601.44	34102310.9	42879086.46	23922047.35	30767402.87	26320988.24	26738071	23231315.17	34369582.15				11699907.97	26839547.96	11154806.55				IPB3	GMM:29.3.1	protein.targeting.nucleus	GO:0008536;GO:0006886	Ran GTPase binding;intracellular protein transport	Secretory pathway
Cre13.g576760.t1.1	40108946.51	30716605.1	27688705.74	45984531.05	24933283.83	43212996.3	33996324.6	50738963.28	31048332.48	31330724.93	30246834.21	18500821.68	39140666.13	37467454.24	41850426.32							22442894.14	26786764.77	22108334.92						Chloroplast
Cre13.g577850.t1.1	37419159.07	46613709.79	47046593.41	45175433.17	40565700.29	46347566.98	60695356.66	82177168.37	47309565.25	44474024.58	29266315.92	50222665.98				39775550.9	52800078.71	66778548.41				39183695.99	45853491.83	46556529.63	FKB20	GMM:29.6.3.1;GMM:1.1.1.3	protein.folding.immunophilins (IMM).FKBPs;PS.lightreaction.photosystem II.biogenesis			Chloroplast.Stroma.Thylakoid.Lumen
Cre14.g613350.t1.1	48996553.53	36347711.41	22267226				33103437.57	37784704.98	29041993.74	39125451.87	41124924.13	55820751	47339156.14	37569286.42	14230097.45	31037761.11	34129138.72	16579278.03	43044013.57	57664225.45	45125086.65					GMM:29.5.11	protein.degradation.ubiquitin	GO:0006511	ubiquitin-dependent protein catabolic process	
Cre16.g664600.t1.2	31087692.48	48257788.81	18761916.22	33239111.2	20964555.13	33571453.26	39346825.1	25113953.37	32024857.76	21724417.64	33412102.93	34483632.81							52842048.42	30224532.13	55720684.98	46763123.39	48686461.8	47886336.25	NUOB16	GMM:9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I			
Cre16.g666050.t1.2	30067993.3	26448417.39	32347828.39	20582340.84	22266586.29	29055207.4							21894917.93	30100461.59	28678279	28007658.78	29355128	25846750.85	30342842.31	26787877.98	62108964.99	47497836.87	46871755.15	34842595.6	CPLD49			GO:0055114;GO:0016491	oxidation-reduction process;oxidoreductase activity	Chloroplast
Cre16.g674250.t1.2	48539437.67	41373870.14	44834468.82	76794637.11	74954406.49	55619128.1	58228117.82	70981461.03	56260971.45				35765350.73	25216537.67	32469484.52	27399175.85	37743179.09	38167361.42	22456049.93	27671741.7	34472674.77				SRS10	GMM:27.1.1	RNA.processing.splicing	GO:0003676	nucleic acid binding	
Cre16.g674950.t1.2	24419772.71	21089789.92	19318607.33							29763754.92	36674286.47	26481931.64	30449412.14	32152760.26	32693633.97	38380761.12	48453090.06	42546000.29	55003903.44	35242139.45	46363988.32	68796272.69	46245557.08	42258760.87		GMM:16.1.4	secondary metabolism.isoprenoids.carotenoids	GO:0055114;GO:0016491	oxidation-reduction process;oxidoreductase activity	Chloroplast
Cre16.g681850.t1.2				41933439.21	38308996.33	35475166.78	33872359.88	42892714.67	33754244.67	51854236.63	37547282.16	13645621.19	39225091.77	22610138.85	48482951.04	31693267.43	26130871.52	24229526.77	59957424.04	27174801.98	41790020.43					GMM:23.3.1.3	nucleotide metabolism.salvage.phosphoribosyltransferases.uracil phosphoribosyltransferase (UPP)			
Cre16.g682300.t1.2	518176396.6	604047399.8	511928391.3	282614337.5	503760953.5	429013480.9	333332629.2	622997240.4	620783173.9	327967513.1	147928326.3	249086320	453136122.4	479233564.1	374892287.4				448109525.5	578232101.7	217573344.1				RPS26	GMM:29.2.1.2.1.26	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S26	GO:0006412;GO:0005840;GO:0005622;GO:0003735	translation;ribosome;intracellular;structural constituent of ribosome	Chloroplast
Cre16.g689050.t1.1	39569983.41	49198055.37	56445526.53							38102700.58	56130992.66	42051719.04	64660251.28	75644141.82	67450592.35	38873419.36	44801811.52	44328872.84	65853887.92	59431285.92	70993600.95	62875403.78	72184445.23	47944515.29		GMM:11.9.4.2	lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH	GO:0055114;GO:0006635;GO:0005777;GO:0003997;GO:0003995	oxidation-reduction process;fatty acid beta-oxidation;peroxisome;acyl-CoA oxidase activity;acyl-CoA dehydrogenase activity	Chloroplast
Cre17.g715750.t1.2							30666538.57	40476209.08	26714927.06	50690666.51	26029554.91	24974160.34	24787156.29	17648021.47	26415150.43	9641913.988	26479576.33	19635125.83	37520254.94	32657469.15	33330783.95	52724491.82	43311289.03	45338094.32	SEC13	GMM:29.3.4.4	protein.targeting.secretory pathway.plasma membrane	GO:0005515	protein binding	
Cre17.g723600.t1.2	79352215.6	59959568.24	64775545.71	12964181.1	18197037.58	26816880.59	24687859.44	17495849.95	33534880.32	60401542.94	35021705.36	38343547.62	44449757.55	47595230.49	51218122.13	46560313.89	58016379.74	51533290.79							IFT81	GMM:31.6.1.3.2.2	cell.motility.eukaryotes.intraflagellar transport.IFT particle protein.complex B	GO:0042384;GO:0042073;GO:0030992;GO:0015631	cilium assembly;intraciliary transport;intraciliary transport particle B;tubulin binding	
Cre17.g725301.t1.1				27426865.41	32959690.97	31633699.07	52529975.64	49078308.37	50561049.78	19787516.62	20150719.18	19066125.35	20420459.65	25402902.87	22344826.34	24423979.19	22928685.84	20531445.47	23919314.24	16676184.03	12231497.89					GMM:27.4	RNA.RNA binding	GO:0003676	nucleic acid binding	
Cre17.g726050.t1.2	32349531.79	56861358.55	36317509.53	32399571.95	26089454.25	25852287.87	34783744.31	31379615.66	42539616.66	19494433.51	20303299.65	5042298.434	24765340.2	19111438.08	28268381.63	35249338.48	37914291.06	40183625.46								GMM:29.5.11.5	protein.degradation.ubiquitin.ubiquitin protease	GO:0005515	protein binding	
Cre17.g739550.t1.1	23705664.17	26179381.08	32321465.04	41077865.11	26114049.86	27489839	62570644.83	106936818.4	90361305.75	30799364.86	31768580.03	42510417.41	37096736.85	30089146.9	24419278.63							69288328.37	59797101.49	44113009.98	CPLD12					Chloroplast
Cre01.g007850.t1.2;REV__Cre11.g483200.t1.2	31612681.41	39857250.39	36709257.92				48755227.76	77358435.22	42124396.11	43572610.36	62233757.89	67559716.91	43746496.56	65344579.85	70995135.37	51495939.25	55589636.33	50912187.04	70872047.89	51929349.35	57564607.69	90361790.75	66680749.23	68396610.16	TEF29	GMM:1.1.99.1	PS.lightreaction.unspecified.TEF			Mitochondrion
Cre01.g018800.t1.2	215897161.7	192449487.7	172584064.8	204914006.6	197088596	204955067.8	190375464.2	188500445.9	221915464.5	199831238.9	182804865.2	188896356.9				208323646.9	176902715.6	192990111.7	180582911.3	179190190.3	206129738.4	219272541.7	233232306.7	191558643.1	ATP6	GMM:9.9;GMM:34.1.1	mitochondrial electron transport / ATP synthesis.F1-ATPase;transport.p- and v-ATPases.H+-transporting two-sector ATPase	GO:0015986;GO:0015078	ATP synthesis coupled proton transport;hydrogen ion transmembrane transporter activity	Mitochondrion
Cre01.g030200.t1.2	45892507.13	109811456.3	41928908.28	60768668.31	79637044.77	37958391.15	66949345.53	63937734.24	61684814.36	74167022.04	71587514.29	39128281.44	54710420.51	54587707	61012354.29	47919099.9	24111124.86	47820951.32	42603431.77	28452577.97	30078924.73				FAP6	GMM:29.4	protein.postranslational modification	GO:0006470;GO:0004722;GO:0003824	protein dephosphorylation;protein serine/threonine phosphatase activity;catalytic activity	
Cre01.g032700.t1.2				31950595.99	51142950	30263581.81	73118274.06	56755717.28	74337362.7	41038055.85	31576303.74	48120516.89	90713264.34	60525317.42	37557405.46	56802406.6	46585708.18	64476958.22	76715583.41	68078369.55	46862847.23	48911270.9	38244235.62	57424374.2	GLK1			GO:0051156;GO:0006096;GO:0005524;GO:0004340	glucose 6-phosphate metabolic process;glycolytic process;ATP binding;glucokinase activity	Chloroplast
Cre01.g039150.t1.2	25290464.43	26819667.73	26293844.95				46412736.47	71376279.39	30075485.9	27251180.86	30093131.82	26999471.89	46580776.5	28500564.86	36082497.24	31424398.24	32255383.7	39003790.75	33546255.5	24528514.19	28628729.51	18343702.05	22084228	19025397.42	TIC21	GMM:29.3.3	protein.targeting.chloroplast			
Cre01.g043450.t1.2	35034713.59	70686716.37	34247587.24	71145510.86	62288985.44	53890365.46	114840278.6	77253244.3	56687303.12	118146285.5	38730757.06	52621876.88	77025646.83	124144744.8	86956871.76	141909802.7	100786803.1	87372339.93	96525545.69	77498954.4	41491868.35									Chloroplast
Cre01.g047550.t1.2	39607182.31	61853182.87	76281331.23				35154052.08	39945085.68	20352404.72	49051041.14	49928933.08	59944989.03	59963211.95	26360618.14	58203555.78	57552073.47	63909470.2	87505630.99	54749012.24	57953042.57	24991356.89	52342917.43	53188902.86	39181580.25	RAB6	GMM:30.5;GMM:3.5	signalling.G-proteins;minor CHO metabolism.others	GO:0005525	GTP binding	
Cre02.g073200.t1.2	77858748	57595940.62	55319092.56	43626261.87	61624069.17	47162004.88	60763103.88	80783457.18	50034346.8	69352564.75	50407650.62	59225385.97	51635808.12	44423723.75	62768742.58	62005346.38	30220917.34	28858408.66	39460934.53	60388583.13	59119934.33				THD1	GMM:13.2.3.2;GMM:13.1.4.5.1	amino acid metabolism.degradation.aspartate family.threonine;amino acid metabolism.synthesis.branched chain group.isoleucine specific.threonine ammonia-lyase			Chloroplast
Cre02.g077750.t1.2;Cre02.g103300.t1.1	45835646.28	44775614.71	41411227.98	37211842.98	33214325.94	29600862.05				15616564.09	18418338.63	27700139.22	16358454.74	24661275.18	25302449.58	123908006.8	72014152.39	78950092.94	240676636.2	228681696.4	230577947.8	450129113.4	385009965.3	477716404.3	FAP211;CSE16	GMM:31.6.1.10;GMM:34.16	cell.motility.eukaryotes.flagellar associated proteins;transport.ABC transporters and multidrug resistance systems	;	;	Secretory pathway;
Cre02.g082877.t1.1;Cre02.g082825.t1.1	22965980.8	25873572.19	18863777.37				26477948.9	23456853.7	24254528.95	26288526.14	29296572.02	37498371.87	27019212.11	31648448.3	36092093.13	31824124.27	31341706.74	36563875.4	31795317.58	26665730.38	31916663.24	24373575.52	35912955	20043631.44	;TSS1	GMM:29.1.11;GMM:29.1.11	protein.aa activation.serine-tRNA ligase;protein.aa activation.serine-tRNA ligase	GO:0006434;GO:0006418;GO:0005737;GO:0005524;GO:0004828;GO:0004812;GO:0003677;GO:0000166;GO:0006434;GO:0006418;GO:0005737;GO:0005524;GO:0004828;GO:0004812;GO:0000166	seryl-tRNA aminoacylation;tRNA aminoacylation for protein translation;cytoplasm;ATP binding;serine-tRNA ligase activity;aminoacyl-tRNA ligase activity;DNA binding;nucleotide binding;seryl-tRNA aminoacylation;tRNA aminoacylation for protein translation;cytoplasm;ATP binding;serine-tRNA ligase activity;aminoacyl-tRNA ligase activity;nucleotide binding	;
Cre02.g092350.t1.2	65387655.3	69476717.61	69644776.25	55159904.74	66513636.37	60996279.86	50079674.31	47662261.16	47392961.02	49470707.16	48506004.33	59063749.4	41165497	36783929.52	44972425.82	81749872.28	93734299.94	73668033				70358298.46	79853342.92	104069679.6	CYP51G1	GMM:17.3.1.2.3	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.CYP51	GO:0055114;GO:0020037;GO:0016705;GO:0005506	oxidation-reduction process;heme binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;iron ion binding	Secretory pathway
Cre02.g094450.t1.2	50022461.44	31716074.93	44618768.7	35877008.39	41777361.08	64121859.85	47280173.51	35801053.49	40631668.13	49411064.7	31422638.72	50520522.96	57332370.03	40634435.1	46979490.27	32632051.08	32236807.23	33845017.35				35678447.1	23924986.15	33505175.74	PHC38	GMM:1.5	PS.carbon concentrating mechanism			Secretory pathway
Cre02.g098800.t1.2				35061358.06	31655795.96	35493669.35	52348585.24	56311281.56	47700823.92	181649236.2	25514595.83	141436365.6	37346146.64	81311866.02	148168533.1	68242979.18	57698837.45	58307938.27	49498792.89	48108351.63	33759555.24	40626030.96	45108541.17	80308683.81		GMM:21.1	redox.thioredoxin	GO:0009306;GO:0005788;GO:0005783	protein secretion;endoplasmic reticulum lumen;endoplasmic reticulum	Secretory pathway
Cre02.g105650.t1.2				27584360.94	24655187.94	18989918.91	28313065.14	32314668.17	18414878.06	34500450.42	28017588.67	27143422.34	37013459.25	44511140.55	26915176.12	31555756.97	29057701.55	39451283.87	41212805.82	22681917.41	40799347.63	38158481.68	37582677.39	36076754.32	LPA2	GMM:1.1.1.3	PS.lightreaction.photosystem II.biogenesis			Chloroplast.Stroma.Thylakoid.Membrane
Cre02.g141100.t1.2	50704791.62	48156743.33	51819957.23	38987607.09	50759323.16	55958865.06	61367636.89	39462797.87	44495932.12	32501885.91	33391562.55	38695794.4	41858432.28	32395080.09	43205996.34	26400279.66	19554163.39	30637884.23				46267116.47	40357327.9	29575730.27	CPL23	GMM:33.99;GMM:1.1.99	development.unspecified;PS.lightreaction.unspecified			Chloroplast
Cre03.g144647.t1.1	27437386.12	29028428.05	31117538.8	49299164.86	23340740.96	40976087.9	40670173.43	45661286.47	46090426.89	15999258.7	25272176.15	30448834.58	25358226.15	33748316.65	41578871.07	27326853.32	34240452.33	27476652.13	38838974.93	27214439.09	33656485.22									
Cre03.g144667.t1.1	60605430.61	48614819.84	54792153.6	55808171.06	80041323.13	59530291.63	60318327.05	41167194.94	70685322.76	45824926.42	34255571.82	59919178.53	32504579.98	29240938.19	26141045.44				36079639.49	39055291.35	51907094.14	53714030.37	57600709.48	55230712.04	CLPT4					Chloroplast
Cre03.g145127.t1.1	59144566.19	60676825.34	107402683.3	77238756.15	64222339.54	86755787.35	61327586.07	101549674.8	29506516	89382355.06	71803695.7	98746837.44	74830818.41	82799999.87	71940478.23	59223013.02	55291466.27	65169290.55	45521482.45	49093653.93	57719212.73				DHC13	GMM:31.6.1.4.2.1;GMM:31.6.1.4.1	cell.motility.eukaryotes.axonemal dyneins.inner arm.monomeric species;cell.motility.eukaryotes.axonemal dyneins.outer arm	GO:0030286;GO:0016887;GO:0007018;GO:0005524;GO:0005515;GO:0003777	dynein complex;ATPase activity;microtubule-based movement;ATP binding;protein binding;microtubule motor activity	
Cre03.g145247.t1.1	40106625.66	29628924.41	37787465.92	44351612.26	30309293.02	36235275.36	34922119.33	19293474.24	28090346.64	58185012.35	31600985.87	40202749.43	45703072.23	44314828.21	34337396.59	18712263.03	14975366.55	23244838.21	40508145.54	57309939.95	42539059.78				TEF11	GMM:1.1.99.1	PS.lightreaction.unspecified.TEF			Chloroplast
Cre03.g145787.t1.1				291410601.4	270125130.5	290144667.6	535752907.1	496030692	418716931.4	545761014.9	555606072.1	395363045.6	503652375	494372615.2	339741595.4	442481177.4	289089139.3	333365278.7	262200782.3	241491043.7	257427688.8	193192991.1	338441027.2	270158525.4	HSP22C	GMM:29.6.2.1	protein.folding.chaperones and co-chaperones.small HSPs			Mitochondrion
Cre03.g155001.t1.1	24381699.89	27536731.02	27627553.2				29606761.69	30305956.62	19660358.87	29282519.67	35869903.56	29390770.35	27603969.81	17842171.94	12672619.68	29018832.49	26446128.53	25475893.12	30858019.24	30706384.69	25097550.53	36706781.8	28324859.56	44021585.77	ISA1	GMM:2.1.2.4	major CHO metabolism.synthesis.starch.debranching	GO:0043169;GO:0005975;GO:0004553;GO:0003824	cation binding;carbohydrate metabolic process;hydrolase activity, hydrolyzing O-glycosyl compounds;catalytic activity	Chloroplast
